	acc model caption	acc human caption	is_video	model caption	human caption	img_set	target_idx	acc annot on model	acc annot on human
1491	0	1	1	A person is cooking a loaf of bread on a grill.	The person is showing the bagel to the camera.  Almost the entire plate is visible. 	video-storytelling-videocamping_dBXYM3dQTSo-shot69_6	9	1	1
1492	1	0	1	a close up of a person holding a water bottle.	The is a white reflection on the bootle and the hand is not visible yet.	MSR-VTT-videoTestVideo_video7511-shot1_2	2	0	1
1493	1	0	1	A man holding a hair dryer in his hands.	Only the top of the neck of the bottle can be seen. The bottom edge of the man's chin is just barely visible.	MSR-VTT-videoTestVideo_video7511-shot1_2	4	0	1
1496	0	0	1	A person holding a pair of scissors on a table.	There is a lot of space between the two object the man is holding.  You can see almost the entire bottom object and he hasn't rotated it slightly clockwise yet. 	MSR-VTT-videoTestVideo_video9613-shot1_0	8	0	0
1497	1	0	1	A person in a swimming pool with a goat in the water.	There is a person with a blue backpack on the far left.  The edge of the backpack is still just barely visible. 	video-storytelling-videobirthday__amwPjAcoC8-shot63_2	2	0	1
1498	0	0	1	A little girl is playing with a boat in the water.	There is a boy in orange at the bottom left of the image.  You can see his right arm and most of his body clearly but his left arm is off the image.  The person with the blue backpack is not see at all. 	video-storytelling-videobirthday__amwPjAcoC8-shot63_2	3	0	1
1499	0	0	1	A person in a swimming pool with a goat.	The boy's forearm is in the frame, but none of his body.	video-storytelling-videobirthday__amwPjAcoC8-shot63_2	4	0	1
1504	0	1	1	A group of people walking around a building.	A bit of the front of the purple bag can be seen in front of the model's body.  Her right arm is starting to swing behind her body. Her right fingers are blurry. 	MSR-VTT-videoTestVideo_video7522-shot5_1	6	0	0
1506	1	0	1	A man holding an umbrella in front of a woman holding an umbrella.	The couple are just past the first empty chair. The tips of the men fingers is covered by a head.	video-storytelling-videowedding_de8dLXvgV-I-shot13_0	6	0	0
1508	1	0	1	A close up of a motorcycle parked on the side of a road.	Part of the back wheel has just gone off the left side of the image but you can still see a good portion of the wheel. 	MSR-VTT-videoTestVideo_video9996-shot1_3	7	0	1
1509	1	0	1	A close up of a motorcycle parked on the side of the road.	The metal rim on the front wheel is mostly visible, revealing its circular shape.	MSR-VTT-videoTestVideo_video9996-shot1_3	9	1	1
1514	0	1	1	A man standing on top of a pool playing with a goat.	There are two trees behind and to the right of the person in the dog costume, one tree partially covered by his head to the left, and one tree almost out of the frame to the left.	video-storytelling-videobirthday__amwPjAcoC8-shot63_3	5	0	1
1515	1	0	1	A group of people sitting in front of a red bus.	Two people are in a red car. They are align almost vertically.	MSR-VTT-videoTestVideo_video9668-shot1_1	0	0	1
1516	1	0	1	A group of people standing in front of a red bus.	Half of the white circle on the back of the car is visible. 	MSR-VTT-videoTestVideo_video9668-shot1_1	2	1	1
1519	1	0	1	A man standing next to a woman in a kitchen.	The man is looking at the camera with his left pointer finger touching the cutting board.	MSR-VTT-videoTestVideo_video7939-shot1_0	3	1	1
1520	1	0	1	a close up of a person holding a pair of scissors.	There is some faint white text on the lower right part of the screen.  It is faint but visible and you can read it clearly.  The text is fully on the man's grey jacket. 	MSR-VTT-videoTestVideo_video9235-shot0_0	2	1	1
1521	0	0	1	a close up of a person holding a pair of scissors.	You can just start to see the bottom of the man's face who has a grey jacket on. 	MSR-VTT-videoTestVideo_video9235-shot0_0	3	0	0
1522	1	0	1	A close up of a person wearing a jacket.	Two men, you can see both of their chins and mouths and a small part of the closest man's nose, but not their eyes.	MSR-VTT-videoTestVideo_video9235-shot0_0	4	0	1
1528	0	0	1	A woman standing in front of a cake in a kitchen.	The woman on the right has just started pulling the gift out of the wrapping but you can still see her entire face. 	video-storytelling-videobirthday_fwpYnUDbusw-shot8_3	8	0	1
1529	1	1	1	A woman standing in front of a table with a plate of food.	The item she unwrapped is covering her nose and mouth.	video-storytelling-videobirthday_fwpYnUDbusw-shot8_3	9	0	1
1530	1	0	1	A person is holding a dog's arm up in the air.	It looks like the goat has a pointed orange shoulder on the right.	MSR-VTT-videoTestVideo_video9415-shot1_9	8	0	0
1531	1	0	1	A dog is jumping up and down in the air.	The goat's face is very close to the camera.  It is out of focus.  Only one ear can completely be seen. 	MSR-VTT-videoTestVideo_video9415-shot1_9	9	1	1
1534	1	0	1	A little boy with a baseball bat standing next to a little boy.	The boy has a surprised expression and is holding something horizontally in his left hand. Most of that hand is cut off by the right edge. The bat is almost touching the left edge.	video-storytelling-videobirthday__amwPjAcoC8-shot48_0	7	0	1
1535	1	0	1	A picture of a couch with a screen on it.	A very bright picture of some people.  There is a very bright white light on the screen but you can still make out that there are people in the shot. 	MSR-VTT-videoTestVideo_video8633-shot1_0	4	0	1
1537	1	1	1	Two men sitting in front of a television set.	The screen is faded. There are two men showing, one looking forward the other looking to the right.	MSR-VTT-videoTestVideo_video8633-shot1_0	6	1	1
1538	1	1	1	A little girl petting a horse in a field.	The girl is kissing the mule. The image is not blurry.	MSR-VTT-videoTestVideo_video8242-shot0_0	0	1	0
1540	0	1	1	A couple of people standing in front of a fence.	You can see the girl in white's shirt but her head is not visible.	MSR-VTT-videoTestVideo_video8242-shot0_0	2	0	1
1542	1	0	1	A man standing on a beach next to a river.	The scene of the beach with the blue house is clear without any fading.	MSR-VTT-videoTestVideo_video9899-shot1_0	4	1	1
1544	0	0	1	A little boy playing with a bucket of sand on the beach.	Child is going towards the bucket, but has no hands on it yet.	MSR-VTT-videoTestVideo_video9338-shot1_2	3	0	1
1546	1	0	1	A group of kids playing basketball on a basketball court.	You can read the backwards text in black on the court with just the tip of the first letter off the bottom of the picture..  A person with a blue jersey is near the last latter	MSR-VTT-videoTestVideo_video7458-shot2_5	5	0	0
1547	1	1	1	A man standing in front of a crowd of people.	There is a person in white on the far right side of the image. The left side of his body is cut off on the right but you can see his entire head.  	video-storytelling-videowedding_Bp8t824h5NE-shot58_1	2	0	1
1548	0	0	1	A group of people standing in front of a crowd of people.	The entire post of the tent is seen on the far right side of the image for the first time. 	video-storytelling-videowedding_Bp8t824h5NE-shot58_1	3	0	1
1554	0	0	1	A child is playing with a toy dog on a table.	The green hat on the boy is just starting to cover up the red hat of the dog in the box. 	video-storytelling-videobirthday__amwPjAcoC8-shot34_1	3	0	1
1555	0	0	1	A person is using a computer to make a painting.	The pink circle with white text in the lower left corner is just starting to block the left hand that is flat on the table. 	MSR-VTT-videoTestVideo_video9279-shot1_1	2	0	1
1556	0	0	1	A couple of people cutting flowers on a table.	The pink circle that has white text is blocking a good portion of the left hand that is on the table.  The other hand's fingers are still touching the left arm. 	MSR-VTT-videoTestVideo_video9279-shot1_1	3	0	1
1557	1	1	1	A woman is cutting flowers on a white cake.	The left hand is under a red circle with writing on it. The right hand is hovering over the elbow area of the left arm.	MSR-VTT-videoTestVideo_video9279-shot1_1	4	0	1
1558	0	1	1	A hand holding a large piece of food on a plate.	A person holding a crab leg with only their left hand and no other visible hands.	YouCook-video0023-shot1_1	0	1	1
1560	0	0	1	A person holding a large piece of fish on a plate.	Two hands are pulling crab legs a part the right hand is peeling part of the shell back. A person in a blue shirt is being reflected the face is barely visible.	YouCook-video0023-shot1_1	2	0	0
1563	1	0	1	A group of people walking in a grassy area.	A woman is crossing in front of the picture with a ponytail.  The ponytail is blocking the bride's face. 	video-storytelling-videowedding_Bp8t824h5NE-shot55_3	4	0	1
1565	1	0	1	A man that is holding a bottle of beer.	The big spoon is touching the rim of the ice cream container. There is no overlay.	MSR-VTT-videoTestVideo_video9229-shot0_0	6	0	1
1566	1	1	1	Two men standing in front of a refrigerator.	You can see the tongue of the man in gray.	MSR-VTT-videoTestVideo_video9229-shot0_0	7	0	1
1567	1	1	1	A woman jumping into the air to catch a leg.	The girl is facing right with her right arm fully extended and angled slightly backward and her left arm out straight in front of her at shoulder level. 	MSR-VTT-videoTestVideo_video8143-shot1_1	6	0	0
1571	0	0	1	A man is standing on top of a stone steps.	The dog is no longer blocking any of the person's feet but the dog is still pretty close. The image is pretty clear with no blur	video-storytelling-videocamping_dBXYM3dQTSo-shot26_1	6	0	0
1574	1	0	1	A woman standing in front of a table filled with food.	She is holding a small glass jar with one hand. She is looking down with mouth open. Her other hand is reaching for a utensil. 	YouCook-video0083-shot12_0	3	1	0
1575	1	0	1	a close up of a white dog on a white screen.	The tip of a finger is visible on the object in the top right corner while the other hand no fingers are visible	MSR-VTT-videoTestVideo_video8197-shot1_0	1	0	0
1578	0	0	1	A woman standing in front of a crowd of people.	The bridesmaid is near the back. The female photographer standing at the back left is to the left of the tripod and has head completely turned to the back.	video-storytelling-videowedding_Bp8t824h5NE-shot45_0	4	0	1
1582	0	1	1	A person is fishing underwater in the water.	The tentacle on the octopus in the foreground is very large and stretches from the bottom of the image to nearly the right side. 	MSR-VTT-videoTestVideo_video7473-shot11_0	8	0	0
1583	1	1	1	A table with lots of food on it.	The pink item on the counter is fully visible.	video-storytelling-videochristmas_5RR_sRzKODA-shot39_0	0	1	1
1584	1	0	1	A table topped with a plate of food on top of a table.	One full hand and three fingers from the other hand are visible on the woman on the right	video-storytelling-videochristmas_5RR_sRzKODA-shot39_0	1	0	0
1586	1	0	1	A person is using a metal pot to cook vegetables.	The spoon is in front of a green area. The spoon is empty, nothing is coming out of it.	MSR-VTT-videoTestVideo_video9693-shot2_1	6	0	0
1587	0	0	1	A person in a kitchen utensil is using a food processor.	The thumb on the hand holding the towel is right above the brim of the pot. It is not touching the brim, there is a littl espace.	MSR-VTT-videoTestVideo_video9693-shot2_1	7	0	0
1589	0	0	1	A photo of a cartoon bear with a bee on his head.	The dog's eyes are at the very top, no people's arms are visible.	video-storytelling-videobirthday__amwPjAcoC8-shot80_4	7	0	1
1590	1	0	1	A picture of a teddy bear sitting next to a teddy bear.	You can see the very side of the red dog's eye on the right side of the image. No blue in the eye can be seen. 	video-storytelling-videobirthday__amwPjAcoC8-shot80_4	8	0	0
1591	0	1	1	A picture of a man with a teddy bear on top of him.	You can see quite a bit of the eye of the red dog in the right side of the image.  You can see some of the blue of that dog's eye. 	video-storytelling-videobirthday__amwPjAcoC8-shot80_4	9	0	1
1597	0	0	1	A person cutting up a piece of food on a cutting board.	The persons fist is clenched on the top left and appears to be slightly blurry.	YouCook-video0035-shot5_1	5	0	0
1602	0	0	1	A man pouring some food into a basket.	The man is extending his arm, holding a orange ball while his other hand is on the spoon.	MSR-VTT-videoTestVideo_video7434-shot1_1	7	0	0
